Tabelloon,Jonger dan de AOW-leeftijd,,,AOW-leeftijd en ouder,,,,,
" 1,030.50 ", 382.00 , 54.33 , 87.00 , 197.50 , 0.00 , 0.00 , 197.50 , 0.00 , 0.00 
" 1,035.00 ", 383.67 , 54.67 , 88.33 , 198.33 , 0.00 , 0.00 , 198.33 , 0.00 , 0.00 
" 1,039.50 ", 385.33 , 55.08 , 89.58 , 199.25 , 0.00 , 0.00 , 199.25 , 0.00 , 0.00 
" 1,044.00 ", 387.00 , 55.50 , 90.83 , 200.08 , 0.00 , 0.00 , 200.08 , 0.00 , 0.00 
" 1,048.50 ", 388.67 , 55.83 , 92.17 , 200.92 , 0.00 , 0.00 , 200.92 , 0.00 , 0.00 
" 1,053.00 ", 390.33 , 56.25 , 93.42 , 201.83 , 0.00 , 0.00 , 201.83 , 0.00 , 0.00 
" 1,057.50 ", 392.00 , 56.67 , 94.67 , 202.67 , 0.00 , 0.00 , 202.67 , 0.00 , 0.00 
" 1,062.00 ", 393.67 , 57.00 , 96.00 , 203.58 , 0.00 , 0.00 , 203.58 , 0.00 , 0.00 
" 1,066.50 ", 395.33 , 57.42 , 97.25 , 204.42 , 0.00 , 0.00 , 204.42 , 0.00 , 0.00 
" 1,071.00 ", 397.00 , 57.75 , 98.58 , 205.25 , 0.00 , 0.00 , 205.25 , 0.00 , 0.00 
" 1,075.50 ", 398.67 , 58.17 , 99.83 , 206.17 , 0.00 , 0.00 , 206.17 , 0.00 , 0.00 
" 1,080.00 ", 400.33 , 58.58 , 101.08 , 207.00 , 0.00 , 0.00 , 207.00 , 0.00 , 0.00 
" 1,084.50 ", 402.00 , 58.92 , 102.42 , 207.83 , 0.00 , 0.00 , 207.83 , 0.00 , 0.00 
" 1,089.00 ", 403.67 , 59.33 , 103.67 , 208.75 , 0.00 , 0.00 , 208.75 , 0.00 , 0.00 
" 1,093.50 ", 405.33 , 59.75 , 104.92 , 209.58 , 0.00 , 0.00 , 209.58 , 0.00 , 0.00 
" 1,098.00 ", 407.00 , 60.08 , 106.25 , 210.42 , 0.00 , 0.00 , 210.42 , 0.00 , 0.00 
" 1,102.50 ", 408.67 , 60.50 , 107.50 , 211.33 , 0.00 , 0.00 , 211.33 , 0.00 , 0.00 
" 1,107.00 ", 410.33 , 60.83 , 108.83 , 212.17 , 0.00 , 0.00 , 212.17 , 0.00 , 0.00 
" 1,111.50 ", 412.00 , 61.25 , 110.08 , 213.00 , 0.00 , 0.00 , 213.00 , 0.00 , 0.00 
" 1,116.00 ", 413.67 , 61.67 , 111.33 , 213.92 , 0.00 , 0.00 , 213.92 , 0.00 , 0.00 
" 1,120.50 ", 415.33 , 62.00 , 112.67 , 214.75 , 0.00 , 0.00 , 214.75 , 0.00 , 0.00 
" 1,125.00 ", 417.00 , 62.42 , 113.92 , 215.58 , 0.00 , 0.00 , 215.58 , 0.00 , 0.00 
" 1,129.50 ", 418.67 , 62.83 , 115.17 , 216.50 , 0.00 , 0.00 , 216.50 , 0.00 , 0.00 
" 1,134.00 ", 420.33 , 63.17 , 116.50 , 217.33 , 0.00 , 0.00 , 217.33 , 0.00 , 0.00 
" 1,138.50 ", 422.00 , 63.58 , 117.75 , 218.25 , 0.00 , 0.00 , 218.25 , 0.00 , 0.00 
" 1,143.00 ", 423.67 , 64.00 , 119.00 , 219.08 , 0.00 , 0.00 , 219.08 , 0.00 , 0.00 
" 1,147.50 ", 425.33 , 64.33 , 120.33 , 219.92 , 0.00 , 0.00 , 219.92 , 0.00 , 0.00 
" 1,152.00 ", 427.00 , 64.75 , 121.58 , 220.83 , 0.00 , 0.00 , 220.83 , 0.00 , 0.00 
" 1,156.50 ", 428.67 , 65.08 , 122.92 , 221.67 , 0.00 , 0.00 , 221.67 , 0.00 , 0.00 
" 1,161.00 ", 430.33 , 65.50 , 124.17 , 222.50 , 0.00 , 0.00 , 222.50 , 0.00 , 0.00 
" 1,165.50 ", 432.00 , 65.92 , 125.42 , 223.42 , 0.00 , 0.00 , 223.42 , 0.00 , 0.00 
" 1,170.00 ", 433.67 , 66.25 , 126.75 , 224.25 , 0.00 , 0.00 , 224.25 , 0.00 , 0.00 
" 1,174.50 ", 435.33 , 66.67 , 128.00 , 225.08 , 0.00 , 0.00 , 225.08 , 0.00 , 0.00 
" 1,179.00 ", 437.00 , 67.08 , 129.25 , 226.00 , 0.00 , 0.00 , 226.00 , 0.00 , 0.00 
" 1,183.50 ", 438.67 , 67.42 , 130.58 , 226.83 , 0.00 , 0.00 , 226.83 , 0.00 , 0.00 
" 1,188.00 ", 440.33 , 67.83 , 131.83 , 227.67 , 0.00 , 0.00 , 227.67 , 0.00 , 0.00 
" 1,192.50 ", 442.00 , 68.17 , 133.17 , 228.58 , 0.00 , 0.00 , 228.58 , 0.00 , 0.00 
" 1,197.00 ", 443.67 , 68.58 , 134.42 , 229.42 , 0.00 , 0.00 , 229.42 , 0.00 , 0.00 
" 1,201.50 ", 445.33 , 69.00 , 135.67 , 230.25 , 0.00 , 0.00 , 230.25 , 0.00 , 0.00 
" 1,206.00 ", 447.00 , 69.33 , 137.00 , 231.17 , 0.00 , 0.00 , 231.17 , 0.00 , 0.00 
" 1,210.50 ", 448.67 , 69.75 , 138.25 , 232.00 , 0.00 , 0.00 , 232.00 , 0.00 , 0.00 
" 1,215.00 ", 450.33 , 70.17 , 139.50 , 232.83 , 0.00 , 0.00 , 232.83 , 0.00 , 0.00 
" 1,219.50 ", 452.00 , 70.50 , 140.83 , 233.75 , 0.00 , 0.00 , 233.75 , 0.00 , 0.00 
" 1,224.00 ", 453.67 , 70.92 , 142.08 , 234.58 , 0.00 , 0.00 , 234.58 , 0.00 , 0.00 
" 1,228.50 ", 455.33 , 71.25 , 143.42 , 235.50 , 0.00 , 0.00 , 235.50 , 0.00 , 0.00 
" 1,233.00 ", 457.00 , 71.67 , 144.67 , 236.33 , 0.00 , 0.00 , 236.33 , 0.00 , 0.00 
" 1,237.50 ", 458.67 , 72.08 , 145.92 , 237.17 , 0.00 , 0.00 , 237.17 , 0.00 , 0.00 
" 1,242.00 ", 460.33 , 72.42 , 147.25 , 238.08 , 0.00 , 0.00 , 238.08 , 0.00 , 0.00 
" 1,246.50 ", 462.00 , 72.83 , 148.50 , 238.92 , 0.00 , 0.00 , 238.92 , 0.00 , 0.00 
" 1,251.00 ", 463.67 , 73.25 , 149.75 , 239.75 , 0.00 , 0.00 , 239.75 , 0.00 , 0.00 
" 1,255.50 ", 465.33 , 73.58 , 151.08 , 240.67 , 0.00 , 0.00 , 240.67 , 0.00 , 0.00 
" 1,260.00 ", 467.00 , 74.00 , 152.33 , 241.50 , 0.00 , 0.00 , 241.50 , 0.00 , 0.00 
" 1,264.50 ", 468.75 , 74.50 , 153.58 , 242.33 , 0.00 , 0.00 , 242.33 , 0.00 , 0.00 
" 1,269.00 ", 470.42 , 74.83 , 154.92 , 243.25 , 0.00 , 0.00 , 243.25 , 0.00 , 0.00 
" 1,273.50 ", 472.08 , 75.25 , 156.17 , 244.08 , 0.00 , 0.00 , 244.08 , 0.00 , 0.00 
" 1,278.00 ", 473.75 , 75.58 , 157.50 , 244.92 , 0.00 , 0.00 , 244.92 , 0.00 , 0.00 
" 1,282.50 ", 475.42 , 76.00 , 158.75 , 245.83 , 0.00 , 0.00 , 245.83 , 0.00 , 0.00 
" 1,287.00 ", 477.08 , 76.42 , 160.00 , 246.67 , 0.00 , 0.00 , 246.67 , 0.00 , 0.00 
" 1,291.50 ", 478.75 , 76.75 , 161.33 , 247.50 , 0.00 , 0.00 , 247.50 , 0.00 , 0.00 
" 1,296.00 ", 480.42 , 77.17 , 162.58 , 248.42 , 0.00 , 0.00 , 248.42 , 0.00 , 0.00 
" 1,300.50 ", 482.08 , 77.58 , 163.83 , 249.25 , 0.00 , 0.00 , 249.25 , 0.00 , 0.00 
" 1,305.00 ", 483.75 , 77.92 , 165.17 , 250.17 , 0.00 , 0.00 , 250.17 , 0.00 , 0.00 
" 1,309.50 ", 485.42 , 78.33 , 166.42 , 251.00 , 0.00 , 0.00 , 251.00 , 0.00 , 0.00 
" 1,314.00 ", 487.08 , 78.67 , 167.75 , 251.83 , 0.00 , 0.00 , 251.83 , 0.00 , 0.00 
" 1,318.50 ", 488.75 , 79.08 , 169.00 , 252.75 , 0.00 , 0.00 , 252.75 , 0.00 , 0.00 
" 1,323.00 ", 490.42 , 79.50 , 170.25 , 253.58 , 0.00 , 0.00 , 253.58 , 0.00 , 0.00 
" 1,327.50 ", 492.08 , 79.83 , 171.58 , 254.42 , 0.00 , 0.00 , 254.42 , 0.00 , 0.00 
" 1,332.00 ", 493.75 , 80.25 , 172.83 , 255.33 , 0.00 , 0.00 , 255.33 , 0.00 , 0.00 
" 1,336.50 ", 495.42 , 80.67 , 174.08 , 256.17 , 0.00 , 0.00 , 256.17 , 0.00 , 0.00 
" 1,341.00 ", 497.08 , 81.00 , 175.42 , 257.00 , 0.00 , 0.00 , 257.00 , 0.00 , 0.00 
" 1,345.50 ", 498.75 , 81.42 , 176.67 , 257.92 , 0.00 , 0.00 , 257.92 , 0.00 , 0.00 
" 1,350.00 ", 500.42 , 81.83 , 177.92 , 258.75 , 0.00 , 0.00 , 258.75 , 0.00 , 0.00 
" 1,354.50 ", 502.08 , 82.17 , 179.25 , 259.58 , 0.00 , 0.00 , 259.58 , 0.00 , 0.00 
" 1,359.00 ", 503.75 , 82.58 , 180.50 , 260.50 , 0.00 , 0.00 , 260.50 , 0.00 , 0.00 
" 1,363.50 ", 505.42 , 82.92 , 181.83 , 261.33 , 0.00 , 0.00 , 261.33 , 0.00 , 0.00 
" 1,368.00 ", 507.08 , 83.33 , 183.08 , 262.17 , 0.00 , 0.00 , 262.17 , 0.00 , 0.00 
" 1,372.50 ", 508.75 , 83.75 , 184.33 , 263.08 , 0.00 , 0.00 , 263.08 , 0.00 , 0.00 
" 1,377.00 ", 510.42 , 84.08 , 185.67 , 263.92 , 0.00 , 0.00 , 263.92 , 0.00 , 0.00 
" 1,381.50 ", 512.08 , 84.50 , 186.92 , 264.83 , 0.00 , 0.00 , 264.83 , 0.00 , 0.00 
" 1,386.00 ", 513.75 , 84.92 , 188.17 , 265.67 , 0.00 , 0.00 , 265.67 , 0.00 , 0.00 
" 1,390.50 ", 515.42 , 85.25 , 189.50 , 266.50 , 0.00 , 0.00 , 266.50 , 0.00 , 0.00 
" 1,395.00 ", 517.08 , 85.67 , 190.75 , 267.42 , 0.00 , 0.00 , 267.42 , 0.00 , 0.00 
" 1,399.50 ", 518.75 , 86.00 , 192.08 , 268.25 , 0.00 , 0.00 , 268.25 , 0.00 , 0.00 
" 1,404.00 ", 520.42 , 86.42 , 193.33 , 269.08 , 0.00 , 0.75 , 269.08 , 0.00 , 0.75 
" 1,408.50 ", 522.08 , 86.83 , 194.58 , 270.00 , 0.00 , 1.67 , 270.00 , 0.00 , 1.67 
" 1,413.00 ", 523.75 , 87.17 , 195.92 , 270.83 , 0.00 , 2.50 , 270.83 , 0.00 , 2.50 
" 1,417.50 ", 525.42 , 87.58 , 197.17 , 271.67 , 0.00 , 3.33 , 271.67 , 0.00 , 3.33 
" 1,422.00 ", 527.08 , 88.00 , 198.42 , 272.58 , 0.00 , 4.25 , 272.58 , 0.00 , 4.25 
" 1,426.50 ", 528.75 , 88.33 , 199.75 , 273.42 , 0.00 , 5.08 , 273.42 , 0.00 , 5.08 
" 1,431.00 ", 530.42 , 88.75 , 201.00 , 274.25 , 0.00 , 5.92 , 274.25 , 0.00 , 5.92 
" 1,435.50 ", 532.08 , 89.17 , 202.25 , 275.17 , 0.00 , 6.83 , 275.17 , 0.00 , 6.83 
" 1,440.00 ", 533.75 , 89.50 , 203.58 , 276.00 , 0.00 , 7.67 , 276.00 , 0.00 , 7.67 
" 1,444.50 ", 535.42 , 89.92 , 204.83 , 276.83 , 0.00 , 8.50 , 276.83 , 0.00 , 8.50 
" 1,449.00 ", 537.08 , 90.25 , 206.17 , 277.75 , 0.00 , 9.42 , 277.75 , 0.00 , 9.42 
" 1,453.50 ", 538.75 , 90.67 , 207.42 , 278.58 , 0.00 , 10.25 , 278.58 , 0.00 , 10.25 
" 1,458.00 ", 540.42 , 91.08 , 208.67 , 279.42 , 0.00 , 11.08 , 279.42 , 0.00 , 11.08 
" 1,462.50 ", 542.08 , 91.42 , 210.00 , 280.33 , 0.00 , 12.00 , 280.33 , 0.00 , 12.00 
" 1,467.00 ", 543.75 , 91.83 , 211.25 , 281.17 , 0.00 , 12.83 , 281.17 , 0.00 , 12.83 
" 1,471.50 ", 545.42 , 92.25 , 212.50 , 282.08 , 0.00 , 13.75 , 282.08 , 0.00 , 13.75 
" 1,476.00 ", 547.08 , 92.58 , 213.83 , 282.92 , 0.00 , 14.58 , 282.92 , 0.00 , 14.58 
" 1,480.50 ", 548.75 , 93.00 , 215.08 , 283.75 , 0.00 , 15.42 , 283.75 , 0.00 , 15.42 
" 1,485.00 ", 550.42 , 93.33 , 216.42 , 284.67 , 0.00 , 16.33 , 284.67 , 0.00 , 16.33 
" 1,489.50 ", 552.08 , 93.75 , 217.67 , 285.50 , 0.00 , 17.17 , 285.50 , 0.00 , 17.17 
" 1,494.00 ", 553.75 , 94.17 , 218.92 , 286.33 , 0.00 , 18.00 , 286.33 , 0.00 , 18.00 
" 1,498.50 ", 555.42 , 94.50 , 220.25 , 287.25 , 0.00 , 18.92 , 287.25 , 0.00 , 18.92 
" 1,503.00 ", 557.08 , 94.92 , 221.50 , 288.08 , 0.00 , 19.75 , 288.08 , 0.00 , 19.75 
" 1,507.50 ", 558.75 , 95.33 , 222.75 , 288.92 , 0.00 , 20.58 , 288.92 , 0.00 , 20.58 
" 1,512.00 ", 560.42 , 95.67 , 224.08 , 289.83 , 0.00 , 21.50 , 289.83 , 0.00 , 21.50 
" 1,516.50 ", 562.08 , 96.08 , 225.33 , 290.67 , 0.00 , 22.33 , 290.67 , 0.00 , 22.33 
" 1,521.00 ", 563.83 , 96.58 , 226.58 , 291.50 , 0.00 , 23.17 , 291.50 , 0.00 , 23.17 
" 1,525.50 ", 565.50 , 96.92 , 227.92 , 292.42 , 0.00 , 24.08 , 292.42 , 0.00 , 24.08 
" 1,530.00 ", 567.17 , 97.33 , 229.17 , 293.25 , 0.00 , 24.92 , 293.25 , 0.00 , 24.92 
" 1,534.50 ", 568.83 , 97.67 , 230.50 , 294.08 , 0.00 , 25.75 , 294.08 , 0.00 , 25.75 
" 1,539.00 ", 570.50 , 98.08 , 231.75 , 295.00 , 0.00 , 26.67 , 295.00 , 0.00 , 26.67 
" 1,543.50 ", 572.17 , 98.50 , 233.00 , 295.83 , 0.00 , 27.50 , 295.83 , 0.00 , 27.50 
" 1,548.00 ", 573.83 , 98.83 , 234.33 , 296.75 , 0.00 , 28.42 , 296.75 , 0.00 , 28.42 
" 1,552.50 ", 575.50 , 99.25 , 235.58 , 297.58 , 0.00 , 29.25 , 297.58 , 0.00 , 29.25 
" 1,557.00 ", 577.17 , 99.67 , 236.83 , 298.42 , 0.00 , 30.08 , 298.42 , 0.00 , 30.08 
" 1,561.50 ", 578.83 , 100.00 , 238.17 , 299.33 , 0.00 , 31.00 , 299.33 , 0.00 , 31.00 
" 1,566.00 ", 580.50 , 100.42 , 239.42 , 300.17 , 0.00 , 31.83 , 300.17 , 0.00 , 31.83 
" 1,570.50 ", 582.17 , 100.75 , 240.75 , 301.00 , 0.00 , 32.67 , 301.00 , 0.00 , 32.67 
" 1,575.00 ", 583.83 , 101.17 , 242.00 , 301.92 , 0.00 , 33.58 , 301.92 , 0.00 , 33.58 
" 1,579.50 ", 585.50 , 101.58 , 243.25 , 302.75 , 0.00 , 34.42 , 302.75 , 0.00 , 34.42 
" 1,584.00 ", 587.17 , 101.92 , 244.58 , 303.58 , 0.00 , 35.25 , 303.58 , 0.00 , 35.25 
" 1,588.50 ", 588.83 , 102.33 , 245.83 , 304.50 , 0.00 , 36.17 , 304.50 , 0.00 , 36.17 
" 1,593.00 ", 590.50 , 102.75 , 247.08 , 305.33 , 0.00 , 37.00 , 305.33 , 0.00 , 37.00 
" 1,597.50 ", 592.17 , 103.08 , 248.42 , 306.17 , 0.00 , 37.83 , 306.17 , 0.00 , 37.83 
" 1,602.00 ", 593.83 , 103.50 , 249.67 , 307.08 , 0.00 , 38.75 , 307.08 , 0.00 , 38.75 
" 1,606.50 ", 595.50 , 103.92 , 250.92 , 307.92 , 0.00 , 39.58 , 307.92 , 0.00 , 39.58 
" 1,611.00 ", 597.17 , 104.25 , 252.25 , 308.75 , 0.00 , 40.42 , 308.75 , 0.00 , 40.42 
" 1,615.50 ", 598.83 , 104.67 , 253.50 , 309.67 , 0.00 , 41.33 , 309.67 , 0.00 , 41.33 
" 1,620.00 ", 600.50 , 105.00 , 254.83 , 310.50 , 0.00 , 42.17 , 310.50 , 0.00 , 42.17 
" 1,624.50 ", 602.17 , 105.42 , 256.08 , 311.33 , 0.00 , 43.00 , 311.33 , 0.00 , 43.00 
" 1,629.00 ", 603.83 , 105.83 , 257.33 , 312.25 , 0.00 , 43.92 , 312.25 , 0.00 , 43.92 
" 1,633.50 ", 605.50 , 106.17 , 258.67 , 313.08 , 0.00 , 44.75 , 313.08 , 0.00 , 44.75 
" 1,638.00 ", 607.17 , 106.58 , 259.92 , 314.00 , 0.00 , 45.67 , 314.00 , 0.00 , 45.67 
" 1,642.50 ", 608.83 , 107.00 , 261.17 , 314.83 , 0.00 , 46.50 , 314.83 , 0.00 , 46.50 
" 1,647.00 ", 610.50 , 107.33 , 262.50 , 315.67 , 0.00 , 47.33 , 315.67 , 0.00 , 47.33 
" 1,651.50 ", 612.17 , 107.75 , 263.75 , 316.58 , 0.00 , 48.25 , 316.58 , 0.00 , 48.25 
" 1,656.00 ", 613.83 , 108.08 , 265.08 , 317.42 , 0.00 , 49.08 , 317.42 , 0.00 , 49.08 
" 1,660.50 ", 615.50 , 108.50 , 266.33 , 318.25 , 0.00 , 49.92 , 318.25 , 0.00 , 49.92 
" 1,665.00 ", 617.17 , 108.92 , 267.58 , 319.17 , 0.00 , 50.83 , 319.17 , 0.00 , 50.83 
" 1,669.50 ", 618.83 , 109.25 , 268.92 , 320.00 , 0.00 , 51.67 , 320.00 , 0.00 , 51.67 
" 1,674.00 ", 620.50 , 109.67 , 270.17 , 320.83 , 0.00 , 52.50 , 320.83 , 0.00 , 52.50 
" 1,678.50 ", 622.17 , 110.08 , 271.42 , 321.75 , 0.00 , 53.42 , 321.75 , 0.00 , 53.42 
" 1,683.00 ", 623.83 , 110.42 , 272.75 , 322.58 , 0.00 , 54.25 , 322.58 , 0.00 , 54.25 
" 1,687.50 ", 625.50 , 110.83 , 274.00 , 323.42 , 0.00 , 55.08 , 323.42 , 0.00 , 55.08 
" 1,692.00 ", 627.17 , 111.17 , 275.33 , 324.33 , 0.00 , 56.00 , 324.33 , 0.00 , 56.00 
" 1,696.50 ", 628.83 , 111.58 , 276.58 , 325.17 , 0.00 , 56.83 , 325.17 , 0.00 , 56.83 
" 1,701.00 ", 630.50 , 112.00 , 277.83 , 326.00 , 0.00 , 57.67 , 326.00 , 0.00 , 57.67 
" 1,705.50 ", 632.17 , 112.33 , 279.17 , 326.92 , 0.00 , 58.58 , 326.92 , 0.00 , 58.58 
" 1,710.00 ", 633.83 , 112.75 , 280.42 , 327.75 , 0.00 , 59.42 , 327.75 , 0.00 , 59.42 
" 1,714.50 ", 635.50 , 113.17 , 281.67 , 328.67 , 0.00 , 60.33 , 328.67 , 0.00 , 60.33 
" 1,719.00 ", 637.17 , 113.50 , 283.00 , 329.50 , 0.00 , 61.17 , 329.50 , 0.00 , 61.17 
" 1,723.50 ", 638.83 , 113.92 , 284.25 , 330.33 , 0.00 , 62.00 , 330.33 , 0.00 , 62.00 
" 1,728.00 ", 640.50 , 114.33 , 285.50 , 331.25 , 0.00 , 62.92 , 331.25 , 0.00 , 62.92 
" 1,732.50 ", 642.17 , 114.67 , 286.83 , 332.08 , 0.00 , 63.75 , 332.08 , 0.00 , 63.75 
" 1,737.00 ", 643.83 , 115.08 , 288.08 , 332.92 , 0.00 , 64.58 , 332.92 , 0.00 , 64.58 
" 1,741.50 ", 645.50 , 115.42 , 289.42 , 333.83 , 0.00 , 65.50 , 333.83 , 0.00 , 65.50 
" 1,746.00 ", 647.17 , 115.83 , 290.67 , 334.67 , 0.00 , 66.33 , 334.67 , 0.00 , 66.33 
" 1,750.50 ", 648.83 , 116.25 , 291.92 , 335.50 , 0.00 , 67.17 , 335.50 , 0.00 , 67.17 
" 1,755.00 ", 650.50 , 116.58 , 293.25 , 336.42 , 0.00 , 68.08 , 336.42 , 0.00 , 68.08 
" 1,759.50 ", 652.17 , 117.00 , 294.50 , 337.25 , 0.00 , 68.92 , 337.25 , 0.00 , 68.92 
" 1,764.00 ", 653.83 , 117.42 , 295.75 , 338.08 , 0.00 , 69.75 , 338.08 , 0.00 , 69.75 
" 1,768.50 ", 655.50 , 117.75 , 297.08 , 339.00 , 0.00 , 70.67 , 339.00 , 0.00 , 70.67 
" 1,773.00 ", 657.25 , 118.25 , 298.33 , 339.83 , 0.00 , 71.50 , 339.83 , 0.00 , 71.50 
" 1,777.50 ", 658.92 , 118.58 , 299.67 , 340.67 , 0.00 , 72.33 , 340.67 , 0.00 , 72.33 
" 1,782.00 ", 660.58 , 119.33 , 300.92 , 341.58 , 0.00 , 73.42 , 341.58 , 0.00 , 73.42 
" 1,786.50 ", 662.25 , 120.00 , 302.17 , 342.42 , 0.00 , 74.33 , 342.42 , 0.00 , 74.33 
" 1,791.00 ", 663.92 , 120.58 , 303.50 , 343.33 , 0.00 , 75.42 , 343.33 , 0.00 , 75.42 
" 1,795.50 ", 665.58 , 121.25 , 304.75 , 344.17 , 0.00 , 76.42 , 344.17 , 0.00 , 76.42 
" 1,800.00 ", 667.25 , 121.92 , 306.00 , 345.00 , 0.00 , 77.33 , 345.00 , 0.00 , 77.33 
" 1,804.50 ", 668.92 , 122.58 , 307.33 , 345.92 , 0.00 , 78.42 , 345.92 , 0.00 , 78.42 
" 1,809.00 ", 670.58 , 123.25 , 308.58 , 346.75 , 0.00 , 79.42 , 346.75 , 0.00 , 79.42 
" 1,813.50 ", 672.25 , 123.92 , 309.83 , 347.58 , 0.00 , 80.33 , 347.58 , 0.00 , 80.33 
" 1,818.00 ", 673.92 , 124.50 , 311.17 , 348.50 , 0.00 , 81.42 , 348.50 , 0.00 , 81.42 
" 1,822.50 ", 675.58 , 125.25 , 312.42 , 349.33 , 0.00 , 82.42 , 349.33 , 0.00 , 82.42 
" 1,827.00 ", 677.25 , 125.83 , 313.75 , 350.17 , 0.00 , 83.33 , 350.17 , 0.00 , 83.33 
" 1,831.50 ", 678.92 , 126.50 , 315.00 , 351.08 , 0.00 , 84.42 , 351.08 , 0.00 , 84.42 
" 1,836.00 ", 680.58 , 127.17 , 316.25 , 351.92 , 0.00 , 85.42 , 351.92 , 0.00 , 85.42 
" 1,840.50 ", 682.25 , 127.83 , 317.58 , 352.75 , 0.00 , 86.33 , 352.75 , 0.00 , 86.33 
" 1,845.00 ", 683.92 , 128.50 , 318.83 , 353.67 , 0.00 , 87.42 , 353.67 , 0.00 , 87.42 
" 1,849.50 ", 685.58 , 129.17 , 320.08 , 354.50 , 0.00 , 88.42 , 354.50 , 0.00 , 88.42 
" 1,854.00 ", 687.25 , 129.75 , 321.42 , 355.33 , 0.00 , 89.33 , 355.33 , 0.00 , 89.33 
" 1,858.50 ", 688.92 , 130.50 , 322.67 , 356.25 , 0.00 , 90.42 , 356.25 , 0.00 , 90.42 
" 1,863.00 ", 690.58 , 131.17 , 323.92 , 357.08 , 0.00 , 91.42 , 357.08 , 0.00 , 91.42 
" 1,867.50 ", 692.25 , 132.92 , 324.08 , 357.92 , 0.00 , 92.33 , 357.92 , 0.00 , 92.33 
" 1,872.00 ", 693.92 , 134.75 , 324.17 , 358.83 , 0.00 , 93.42 , 358.83 , 0.00 , 93.42 
" 1,876.50 ", 695.58 , 136.58 , 324.33 , 359.67 , 0.00 , 94.42 , 359.67 , 0.00 , 94.42 
" 1,881.00 ", 697.25 , 138.42 , 324.42 , 360.58 , 0.00 , 95.42 , 360.58 , 0.00 , 95.42 
" 1,885.50 ", 698.92 , 140.17 , 324.58 , 361.42 , 0.00 , 96.42 , 361.42 , 0.00 , 96.42 
" 1,890.00 ", 700.58 , 142.00 , 324.67 , 362.25 , 0.00 , 97.42 , 362.25 , 0.00 , 97.42 
" 1,894.50 ", 702.25 , 143.92 , 324.75 , 363.17 , 0.00 , 98.50 , 363.17 , 0.00 , 98.50 
" 1,899.00 ", 703.92 , 145.67 , 324.92 , 364.00 , 0.00 , 99.42 , 364.00 , 0.00 , 99.42 
" 1,903.50 ", 705.58 , 147.50 , 325.00 , 364.83 , 0.00 , 100.42 , 364.83 , 0.00 , 100.42 
" 1,908.00 ", 707.25 , 149.25 , 325.17 , 365.75 , 0.00 , 101.50 , 365.75 , 0.00 , 101.50 
" 1,912.50 ", 708.92 , 151.17 , 325.25 , 366.58 , 0.00 , 102.42 , 366.58 , 0.00 , 102.42 
" 1,917.00 ", 710.58 , 153.00 , 325.33 , 367.42 , 0.00 , 103.42 , 367.42 , 0.00 , 103.42 
" 1,921.50 ", 712.25 , 154.75 , 325.50 , 368.33 , 0.00 , 104.50 , 368.33 , 0.00 , 104.50 
" 1,926.00 ", 713.92 , 156.58 , 325.58 , 369.17 , 0.00 , 105.42 , 369.17 , 0.00 , 105.42 
" 1,930.50 ", 715.58 , 158.42 , 325.75 , 370.00 , 0.00 , 106.42 , 370.00 , 0.00 , 106.42 
" 1,935.00 ", 717.25 , 160.25 , 325.83 , 370.92 , 0.00 , 107.50 , 370.92 , 0.00 , 107.50 
" 1,939.50 ", 718.92 , 162.08 , 325.92 , 371.75 , 0.00 , 108.42 , 371.75 , 0.00 , 108.42 
" 1,944.00 ", 720.58 , 163.83 , 326.08 , 372.58 , 0.00 , 109.42 , 372.58 , 0.00 , 109.42 
" 1,948.50 ", 722.25 , 165.75 , 326.17 , 373.50 , 0.00 , 110.50 , 373.50 , 0.00 , 110.50 
" 1,953.00 ", 723.92 , 167.50 , 326.33 , 374.33 , 0.00 , 111.42 , 374.33 , 0.00 , 111.42 
" 1,957.50 ", 725.58 , 169.33 , 326.42 , 375.25 , 0.00 , 112.50 , 375.25 , 0.00 , 112.50 
" 1,962.00 ", 727.25 , 171.08 , 326.58 , 376.08 , 0.00 , 113.50 , 376.08 , 0.00 , 113.50 
" 1,966.50 ", 728.92 , 173.00 , 326.67 , 376.92 , 0.00 , 114.42 , 376.92 , 0.00 , 114.42 
" 1,971.00 ", 730.58 , 174.83 , 326.75 , 377.83 , 0.00 , 115.50 , 377.83 , 0.00 , 115.50 
" 1,975.50 ", 732.25 , 176.58 , 326.92 , 378.67 , 0.00 , 116.50 , 378.67 , 0.00 , 116.50 
" 1,980.00 ", 733.92 , 178.42 , 327.00 , 379.50 , 0.00 , 117.42 , 379.50 , 0.00 , 117.42 
" 1,984.50 ", 735.58 , 180.17 , 327.17 , 380.42 , 0.00 , 118.50 , 380.42 , 0.00 , 118.50 
" 1,989.00 ", 737.25 , 182.08 , 327.25 , 381.25 , 0.00 , 119.50 , 381.25 , 0.00 , 119.50 
" 1,993.50 ", 738.92 , 183.92 , 327.33 , 382.08 , 0.00 , 120.42 , 382.08 , 0.00 , 120.42 
" 1,998.00 ", 740.58 , 185.67 , 327.50 , 383.00 , 0.00 , 121.50 , 383.00 , 0.00 , 121.50 
" 2,002.50 ", 742.25 , 187.50 , 327.58 , 383.83 , 0.00 , 122.50 , 383.83 , 0.00 , 122.50 
" 2,007.00 ", 743.92 , 189.33 , 327.75 , 384.67 , 0.00 , 123.42 , 384.67 , 0.00 , 123.42 
