Tabelloon,Jonger dan de AOW-leeftijd,,,AOW-leeftijd en ouder,,,,,
" 7,159.50 "," 2,825.00 "," 2,710.50 ", 114.50 ," 2,281.92 "," 2,222.58 ", 59.33 ," 2,295.83 "," 2,236.50 ", 59.33 
" 7,164.00 "," 2,827.25 "," 2,713.08 ", 114.17 ," 2,284.17 "," 2,225.00 ", 59.17 ," 2,298.08 "," 2,238.92 ", 59.17 
" 7,168.50 "," 2,829.42 "," 2,715.50 ", 113.92 ," 2,286.33 "," 2,227.33 ", 59.00 ," 2,300.25 "," 2,241.25 ", 59.00 
" 7,173.00 "," 2,831.67 "," 2,718.00 ", 113.67 ," 2,288.58 "," 2,229.67 ", 58.92 ," 2,302.50 "," 2,243.58 ", 58.92 
" 7,177.50 "," 2,833.92 "," 2,720.50 ", 113.42 ," 2,290.83 "," 2,232.08 ", 58.75 ," 2,304.75 "," 2,246.00 ", 58.75 
" 7,182.00 "," 2,836.17 "," 2,723.00 ", 113.17 ," 2,293.08 "," 2,234.42 ", 58.67 ," 2,307.00 "," 2,248.33 ", 58.67 
" 7,186.50 "," 2,838.33 "," 2,725.42 ", 112.92 ," 2,295.25 "," 2,236.75 ", 58.50 ," 2,309.17 "," 2,250.67 ", 58.50 
" 7,191.00 "," 2,840.58 "," 2,728.00 ", 112.58 ," 2,297.50 "," 2,239.17 ", 58.33 ," 2,311.42 "," 2,253.08 ", 58.33 
" 7,195.50 "," 2,842.83 "," 2,730.50 ", 112.33 ," 2,299.75 "," 2,241.50 ", 58.25 ," 2,313.67 "," 2,255.42 ", 58.25 
" 7,200.00 "," 2,845.00 "," 2,732.92 ", 112.08 ," 2,301.92 "," 2,243.83 ", 58.08 ," 2,315.83 "," 2,257.75 ", 58.08 
" 7,204.50 "," 2,847.25 "," 2,735.42 ", 111.83 ," 2,304.17 "," 2,246.25 ", 57.92 ," 2,318.08 "," 2,260.17 ", 57.92 
" 7,209.00 "," 2,849.50 "," 2,737.92 ", 111.58 ," 2,306.42 "," 2,248.58 ", 57.83 ," 2,320.33 "," 2,262.50 ", 57.83 
" 7,213.50 "," 2,851.75 "," 2,740.42 ", 111.33 ," 2,308.67 "," 2,251.00 ", 57.67 ," 2,322.58 "," 2,264.92 ", 57.67 
" 7,218.00 "," 2,853.92 "," 2,742.92 ", 111.00 ," 2,310.83 "," 2,253.33 ", 57.50 ," 2,324.75 "," 2,267.25 ", 57.50 
" 7,222.50 "," 2,856.17 "," 2,745.42 ", 110.75 ," 2,313.08 "," 2,255.67 ", 57.42 ," 2,327.00 "," 2,269.58 ", 57.42 
" 7,227.00 "," 2,858.42 "," 2,747.92 ", 110.50 ," 2,315.33 "," 2,258.08 ", 57.25 ," 2,329.25 "," 2,272.00 ", 57.25 
" 7,231.50 "," 2,860.67 "," 2,750.42 ", 110.25 ," 2,317.58 "," 2,260.42 ", 57.17 ," 2,331.50 "," 2,274.33 ", 57.17 
" 7,236.00 "," 2,862.83 "," 2,752.83 ", 110.00 ," 2,319.75 "," 2,262.75 ", 57.00 ," 2,333.67 "," 2,276.67 ", 57.00 
" 7,240.50 "," 2,865.08 "," 2,755.33 ", 109.75 ," 2,322.00 "," 2,265.17 ", 56.83 ," 2,335.92 "," 2,279.08 ", 56.83 
" 7,245.00 "," 2,867.33 "," 2,757.92 ", 109.42 ," 2,324.25 "," 2,267.50 ", 56.75 ," 2,338.17 "," 2,281.42 ", 56.75 
" 7,249.50 "," 2,869.58 "," 2,760.42 ", 109.17 ," 2,326.50 "," 2,269.92 ", 56.58 ," 2,340.42 "," 2,283.83 ", 56.58 
" 7,254.00 "," 2,871.75 "," 2,762.83 ", 108.92 ," 2,328.67 "," 2,272.25 ", 56.42 ," 2,342.58 "," 2,286.17 ", 56.42 
" 7,258.50 "," 2,874.00 "," 2,765.33 ", 108.67 ," 2,330.92 "," 2,274.58 ", 56.33 ," 2,344.83 "," 2,288.50 ", 56.33 
" 7,263.00 "," 2,876.25 "," 2,767.83 ", 108.42 ," 2,333.17 "," 2,277.00 ", 56.17 ," 2,347.08 "," 2,290.92 ", 56.17 
" 7,267.50 "," 2,878.42 "," 2,770.25 ", 108.17 ," 2,335.33 "," 2,279.25 ", 56.08 ," 2,349.25 "," 2,293.17 ", 56.08 
" 7,272.00 "," 2,880.67 "," 2,772.83 ", 107.83 ," 2,337.58 "," 2,281.67 ", 55.92 ," 2,351.50 "," 2,295.58 ", 55.92 
" 7,276.50 "," 2,882.92 "," 2,775.33 ", 107.58 ," 2,339.83 "," 2,284.08 ", 55.75 ," 2,353.75 "," 2,298.00 ", 55.75 
" 7,281.00 "," 2,885.17 "," 2,777.83 ", 107.33 ," 2,342.08 "," 2,286.42 ", 55.67 ," 2,356.00 "," 2,300.33 ", 55.67 
" 7,285.50 "," 2,887.33 "," 2,780.25 ", 107.08 ," 2,344.25 "," 2,288.75 ", 55.50 ," 2,358.17 "," 2,302.67 ", 55.50 
" 7,290.00 "," 2,889.58 "," 2,782.75 ", 106.83 ," 2,346.50 "," 2,291.17 ", 55.33 ," 2,360.42 "," 2,305.08 ", 55.33 
" 7,294.50 "," 2,891.83 "," 2,785.25 ", 106.58 ," 2,348.75 "," 2,293.50 ", 55.25 ," 2,362.67 "," 2,307.42 ", 55.25 
" 7,299.00 "," 2,894.08 "," 2,787.83 ", 106.25 ," 2,351.00 "," 2,295.92 ", 55.08 ," 2,364.92 "," 2,309.83 ", 55.08 
" 7,303.50 "," 2,896.25 "," 2,790.25 ", 106.00 ," 2,353.17 "," 2,298.25 ", 54.92 ," 2,367.08 "," 2,312.17 ", 54.92 
" 7,308.00 "," 2,898.50 "," 2,792.75 ", 105.75 ," 2,355.42 "," 2,300.58 ", 54.83 ," 2,369.33 "," 2,314.50 ", 54.83 
" 7,312.50 "," 2,900.75 "," 2,795.25 ", 105.50 ," 2,357.67 "," 2,303.00 ", 54.67 ," 2,371.58 "," 2,316.92 ", 54.67 
" 7,317.00 "," 2,902.92 "," 2,797.67 ", 105.25 ," 2,359.83 "," 2,305.25 ", 54.58 ," 2,373.75 "," 2,319.17 ", 54.58 
" 7,321.50 "," 2,905.17 "," 2,800.17 ", 105.00 ," 2,362.08 "," 2,307.67 ", 54.42 ," 2,376.00 "," 2,321.58 ", 54.42 
" 7,326.00 "," 2,907.42 "," 2,802.75 ", 104.67 ," 2,364.33 "," 2,310.08 ", 54.25 ," 2,378.25 "," 2,324.00 ", 54.25 
" 7,330.50 "," 2,909.67 "," 2,805.25 ", 104.42 ," 2,366.58 "," 2,312.42 ", 54.17 ," 2,380.50 "," 2,326.33 ", 54.17 
" 7,335.00 "," 2,911.83 "," 2,807.67 ", 104.17 ," 2,368.75 "," 2,314.75 ", 54.00 ," 2,382.67 "," 2,328.67 ", 54.00 
" 7,339.50 "," 2,914.08 "," 2,810.17 ", 103.92 ," 2,371.00 "," 2,317.17 ", 53.83 ," 2,384.92 "," 2,331.08 ", 53.83 
" 7,344.00 "," 2,916.33 "," 2,812.67 ", 103.67 ," 2,373.25 "," 2,319.50 ", 53.75 ," 2,387.17 "," 2,333.42 ", 53.75 
" 7,348.50 "," 2,918.58 "," 2,815.17 ", 103.42 ," 2,375.50 "," 2,321.92 ", 53.58 ," 2,389.42 "," 2,335.83 ", 53.58 
" 7,353.00 "," 2,920.75 "," 2,817.58 ", 103.17 ," 2,377.67 "," 2,324.25 ", 53.42 ," 2,391.58 "," 2,338.17 ", 53.42 
" 7,357.50 "," 2,923.00 "," 2,820.17 ", 102.83 ," 2,379.92 "," 2,326.58 ", 53.33 ," 2,393.83 "," 2,340.50 ", 53.33 
" 7,362.00 "," 2,925.25 "," 2,822.67 ", 102.58 ," 2,382.17 "," 2,329.00 ", 53.17 ," 2,396.08 "," 2,342.92 ", 53.17 
" 7,366.50 "," 2,927.50 "," 2,825.17 ", 102.33 ," 2,384.42 "," 2,331.33 ", 53.08 ," 2,398.33 "," 2,345.25 ", 53.08 
" 7,371.00 "," 2,929.67 "," 2,827.58 ", 102.08 ," 2,386.58 "," 2,333.67 ", 52.92 ," 2,400.50 "," 2,347.58 ", 52.92 
" 7,375.50 "," 2,931.92 "," 2,830.08 ", 101.83 ," 2,388.83 "," 2,336.08 ", 52.75 ," 2,402.75 "," 2,350.00 ", 52.75 
" 7,380.00 "," 2,934.17 "," 2,832.58 ", 101.58 ," 2,391.08 "," 2,338.42 ", 52.67 ," 2,405.00 "," 2,352.33 ", 52.67 
" 7,384.50 "," 2,936.33 "," 2,835.08 ", 101.25 ," 2,393.25 "," 2,340.75 ", 52.50 ," 2,407.17 "," 2,354.67 ", 52.50 
" 7,389.00 "," 2,938.58 "," 2,837.58 ", 101.00 ," 2,395.50 "," 2,343.17 ", 52.33 ," 2,409.42 "," 2,357.08 ", 52.33 
" 7,393.50 "," 2,940.83 "," 2,840.08 ", 100.75 ," 2,397.75 "," 2,345.50 ", 52.25 ," 2,411.67 "," 2,359.42 ", 52.25 
" 7,398.00 "," 2,943.08 "," 2,842.58 ", 100.50 ," 2,400.00 "," 2,347.92 ", 52.08 ," 2,413.92 "," 2,361.83 ", 52.08 
" 7,402.50 "," 2,945.25 "," 2,845.00 ", 100.25 ," 2,402.17 "," 2,350.25 ", 51.92 ," 2,416.08 "," 2,364.17 ", 51.92 
" 7,407.00 "," 2,947.50 "," 2,847.50 ", 100.00 ," 2,404.42 "," 2,352.58 ", 51.83 ," 2,418.33 "," 2,366.50 ", 51.83 
" 7,411.50 "," 2,949.75 "," 2,850.08 ", 99.67 ," 2,406.67 "," 2,355.00 ", 51.67 ," 2,420.58 "," 2,368.92 ", 51.67 
" 7,416.00 "," 2,952.00 "," 2,852.58 ", 99.42 ," 2,408.92 "," 2,357.33 ", 51.58 ," 2,422.83 "," 2,371.25 ", 51.58 
" 7,420.50 "," 2,954.17 "," 2,855.00 ", 99.17 ," 2,411.08 "," 2,359.67 ", 51.42 ," 2,425.00 "," 2,373.58 ", 51.42 
" 7,425.00 "," 2,956.42 "," 2,857.50 ", 98.92 ," 2,413.33 "," 2,362.08 ", 51.25 ," 2,427.25 "," 2,376.00 ", 51.25 
" 7,429.50 "," 2,958.67 "," 2,860.00 ", 98.67 ," 2,415.58 "," 2,364.42 ", 51.17 ," 2,429.50 "," 2,378.33 ", 51.17 
" 7,434.00 "," 2,960.83 "," 2,862.42 ", 98.42 ," 2,417.75 "," 2,366.75 ", 51.00 ," 2,431.67 "," 2,380.67 ", 51.00 
" 7,438.50 "," 2,963.08 "," 2,865.00 ", 98.08 ," 2,420.00 "," 2,369.17 ", 50.83 ," 2,433.92 "," 2,383.08 ", 50.83 
" 7,443.00 "," 2,965.33 "," 2,867.50 ", 97.83 ," 2,422.25 "," 2,371.50 ", 50.75 ," 2,436.17 "," 2,385.42 ", 50.75 
" 7,447.50 "," 2,967.58 "," 2,870.00 ", 97.58 ," 2,424.50 "," 2,373.92 ", 50.58 ," 2,438.42 "," 2,387.83 ", 50.58 
" 7,452.00 "," 2,969.75 "," 2,872.42 ", 97.33 ," 2,426.67 "," 2,376.25 ", 50.42 ," 2,440.58 "," 2,390.17 ", 50.42 
" 7,456.50 "," 2,972.00 "," 2,874.92 ", 97.08 ," 2,428.92 "," 2,378.58 ", 50.33 ," 2,442.83 "," 2,392.50 ", 50.33 
" 7,461.00 "," 2,974.25 "," 2,877.42 ", 96.83 ," 2,431.17 "," 2,381.00 ", 50.17 ," 2,445.08 "," 2,394.92 ", 50.17 
" 7,465.50 "," 2,976.50 "," 2,880.00 ", 96.50 ," 2,433.42 "," 2,383.33 ", 50.08 ," 2,447.33 "," 2,397.25 ", 50.08 
" 7,470.00 "," 2,978.67 "," 2,882.42 ", 96.25 ," 2,435.58 "," 2,385.67 ", 49.92 ," 2,449.50 "," 2,399.58 ", 49.92 
" 7,474.50 "," 2,980.92 "," 2,884.92 ", 96.00 ," 2,437.83 "," 2,388.08 ", 49.75 ," 2,451.75 "," 2,402.00 ", 49.75 
" 7,479.00 "," 2,983.17 "," 2,887.42 ", 95.75 ," 2,440.08 "," 2,390.42 ", 49.67 ," 2,454.00 "," 2,404.33 ", 49.67 
" 7,483.50 "," 2,985.33 "," 2,889.83 ", 95.50 ," 2,442.25 "," 2,392.75 ", 49.50 ," 2,456.17 "," 2,406.67 ", 49.50 
" 7,488.00 "," 2,987.58 "," 2,892.33 ", 95.25 ," 2,444.50 "," 2,395.17 ", 49.33 ," 2,458.42 "," 2,409.08 ", 49.33 
" 7,492.50 "," 2,989.83 "," 2,894.92 ", 94.92 ," 2,446.75 "," 2,397.50 ", 49.25 ," 2,460.67 "," 2,411.42 ", 49.25 
" 7,497.00 "," 2,992.08 "," 2,897.42 ", 94.67 ," 2,449.00 "," 2,399.92 ", 49.08 ," 2,462.92 "," 2,413.83 ", 49.08 
" 7,501.50 "," 2,994.25 "," 2,899.83 ", 94.42 ," 2,451.17 "," 2,402.25 ", 48.92 ," 2,465.08 "," 2,416.17 ", 48.92 
" 7,506.00 "," 2,996.50 "," 2,902.33 ", 94.17 ," 2,453.42 "," 2,404.58 ", 48.83 ," 2,467.33 "," 2,418.50 ", 48.83 
" 7,510.50 "," 2,998.75 "," 2,904.83 ", 93.92 ," 2,455.67 "," 2,407.00 ", 48.67 ," 2,469.58 "," 2,420.92 ", 48.67 
" 7,515.00 "," 3,001.00 "," 2,907.33 ", 93.67 ," 2,457.92 "," 2,409.33 ", 48.58 ," 2,471.83 "," 2,423.25 ", 48.58 
" 7,519.50 "," 3,003.17 "," 2,909.83 ", 93.33 ," 2,460.08 "," 2,411.67 ", 48.42 ," 2,474.00 "," 2,425.58 ", 48.42 
" 7,524.00 "," 3,005.42 "," 2,912.33 ", 93.08 ," 2,462.33 "," 2,414.08 ", 48.25 ," 2,476.25 "," 2,428.00 ", 48.25 
" 7,528.50 "," 3,007.67 "," 2,914.83 ", 92.83 ," 2,464.58 "," 2,416.42 ", 48.17 ," 2,478.50 "," 2,430.33 ", 48.17 
" 7,533.00 "," 3,009.92 "," 2,917.33 ", 92.58 ," 2,466.83 "," 2,418.83 ", 48.00 ," 2,480.75 "," 2,432.75 ", 48.00 
" 7,537.50 "," 3,012.08 "," 2,919.75 ", 92.33 ," 2,469.00 "," 2,421.17 ", 47.83 ," 2,482.92 "," 2,435.08 ", 47.83 
" 7,542.00 "," 3,014.33 "," 2,922.25 ", 92.08 ," 2,471.25 "," 2,423.50 ", 47.75 ," 2,485.17 "," 2,437.42 ", 47.75 
" 7,546.50 "," 3,016.58 "," 2,924.83 ", 91.75 ," 2,473.50 "," 2,425.92 ", 47.58 ," 2,487.42 "," 2,439.83 ", 47.58 
" 7,551.00 "," 3,018.75 "," 2,927.25 ", 91.50 ," 2,475.67 "," 2,428.25 ", 47.42 ," 2,489.58 "," 2,442.17 ", 47.42 
" 7,555.50 "," 3,021.00 "," 2,929.75 ", 91.25 ," 2,477.92 "," 2,430.58 ", 47.33 ," 2,491.83 "," 2,444.50 ", 47.33 
" 7,560.00 "," 3,023.25 "," 2,932.25 ", 91.00 ," 2,480.17 "," 2,433.00 ", 47.17 ," 2,494.08 "," 2,446.92 ", 47.17 
" 7,564.50 "," 3,025.50 "," 2,934.75 ", 90.75 ," 2,482.42 "," 2,435.33 ", 47.08 ," 2,496.33 "," 2,449.25 ", 47.08 
" 7,569.00 "," 3,027.67 "," 2,937.17 ", 90.50 ," 2,484.58 "," 2,437.67 ", 46.92 ," 2,498.50 "," 2,451.58 ", 46.92 
" 7,573.50 "," 3,029.92 "," 2,939.75 ", 90.17 ," 2,486.83 "," 2,440.08 ", 46.75 ," 2,500.75 "," 2,454.00 ", 46.75 
" 7,578.00 "," 3,032.17 "," 2,942.25 ", 89.92 ," 2,489.08 "," 2,442.42 ", 46.67 ," 2,503.00 "," 2,456.33 ", 46.67 
" 7,582.50 "," 3,034.42 "," 2,944.75 ", 89.67 ," 2,491.33 "," 2,444.83 ", 46.50 ," 2,505.25 "," 2,458.75 ", 46.50 
" 7,587.00 "," 3,036.58 "," 2,947.17 ", 89.42 ," 2,493.50 "," 2,447.17 ", 46.33 ," 2,507.42 "," 2,461.08 ", 46.33 
" 7,591.50 "," 3,038.83 "," 2,949.67 ", 89.17 ," 2,495.75 "," 2,449.50 ", 46.25 ," 2,509.67 "," 2,463.42 ", 46.25 
" 7,596.00 "," 3,041.08 "," 2,952.17 ", 88.92 ," 2,498.00 "," 2,451.92 ", 46.08 ," 2,511.92 "," 2,465.83 ", 46.08 
" 7,600.50 "," 3,043.25 "," 2,954.67 ", 88.58 ," 2,500.17 "," 2,454.25 ", 45.92 ," 2,514.08 "," 2,468.17 ", 45.92 
" 7,605.00 "," 3,045.50 "," 2,957.17 ", 88.33 ," 2,502.42 "," 2,456.58 ", 45.83 ," 2,516.33 "," 2,470.50 ", 45.83 
" 7,609.50 "," 3,047.75 "," 2,959.67 ", 88.08 ," 2,504.67 "," 2,459.00 ", 45.67 ," 2,518.58 "," 2,472.92 ", 45.67 
" 7,614.00 "," 3,050.00 "," 2,962.17 ", 87.83 ," 2,506.92 "," 2,461.33 ", 45.58 ," 2,520.83 "," 2,475.25 ", 45.58 
" 7,618.50 "," 3,052.17 "," 2,964.58 ", 87.58 ," 2,509.08 "," 2,463.67 ", 45.42 ," 2,523.00 "," 2,477.58 ", 45.42 
" 7,623.00 "," 3,054.42 "," 2,967.08 ", 87.33 ," 2,511.33 "," 2,466.08 ", 45.25 ," 2,525.25 "," 2,480.00 ", 45.25 
" 7,627.50 "," 3,056.67 "," 2,969.67 ", 87.00 ," 2,513.58 "," 2,468.42 ", 45.17 ," 2,527.50 "," 2,482.33 ", 45.17 
" 7,632.00 "," 3,058.92 "," 2,972.17 ", 86.75 ," 2,515.83 "," 2,470.83 ", 45.00 ," 2,529.75 "," 2,484.75 ", 45.00 
" 7,636.50 "," 3,061.08 "," 2,974.58 ", 86.50 ," 2,518.00 "," 2,473.17 ", 44.83 ," 2,531.92 "," 2,487.08 ", 44.83 
" 7,641.00 "," 3,063.33 "," 2,977.08 ", 86.25 ," 2,520.25 "," 2,475.50 ", 44.75 ," 2,534.17 "," 2,489.42 ", 44.75 
" 7,645.50 "," 3,065.58 "," 2,979.58 ", 86.00 ," 2,522.50 "," 2,477.92 ", 44.58 ," 2,536.42 "," 2,491.83 ", 44.58 
" 7,650.00 "," 3,067.75 "," 2,982.00 ", 85.75 ," 2,524.67 "," 2,480.25 ", 44.42 ," 2,538.58 "," 2,494.17 ", 44.42 
" 7,654.50 "," 3,070.00 "," 2,984.58 ", 85.42 ," 2,526.92 "," 2,482.58 ", 44.33 ," 2,540.83 "," 2,496.50 ", 44.33 
" 7,659.00 "," 3,072.25 "," 2,987.08 ", 85.17 ," 2,529.17 "," 2,485.00 ", 44.17 ," 2,543.08 "," 2,498.92 ", 44.17 
" 7,663.50 "," 3,074.50 "," 2,989.58 ", 84.92 ," 2,531.42 "," 2,487.33 ", 44.08 ," 2,545.33 "," 2,501.25 ", 44.08 
" 7,668.00 "," 3,076.67 "," 2,992.00 ", 84.67 ," 2,533.58 "," 2,489.67 ", 43.92 ," 2,547.50 "," 2,503.58 ", 43.92 
" 7,672.50 "," 3,078.92 "," 2,994.50 ", 84.42 ," 2,535.83 "," 2,492.08 ", 43.75 ," 2,549.75 "," 2,506.00 ", 43.75 
" 7,677.00 "," 3,081.17 "," 2,997.00 ", 84.17 ," 2,538.08 "," 2,494.42 ", 43.67 ," 2,552.00 "," 2,508.33 ", 43.67 
" 7,681.50 "," 3,083.42 "," 2,999.50 ", 83.92 ," 2,540.33 "," 2,496.83 ", 43.50 ," 2,554.25 "," 2,510.75 ", 43.50 
" 7,686.00 "," 3,085.58 "," 3,002.00 ", 83.58 ," 2,542.50 "," 2,499.17 ", 43.33 ," 2,556.42 "," 2,513.08 ", 43.33 
" 7,690.50 "," 3,087.83 "," 3,004.50 ", 83.33 ," 2,544.75 "," 2,501.50 ", 43.25 ," 2,558.67 "," 2,515.42 ", 43.25 
" 7,695.00 "," 3,090.08 "," 3,007.00 ", 83.08 ," 2,547.00 "," 2,503.92 ", 43.08 ," 2,560.92 "," 2,517.83 ", 43.08 
" 7,699.50 "," 3,092.33 "," 3,009.50 ", 82.83 ," 2,549.25 "," 2,506.33 ", 42.92 ," 2,563.17 "," 2,520.25 ", 42.92 
" 7,704.00 "," 3,094.50 "," 3,011.92 ", 82.58 ," 2,551.42 "," 2,508.58 ", 42.83 ," 2,565.33 "," 2,522.50 ", 42.83 
" 7,708.50 "," 3,096.75 "," 3,014.42 ", 82.33 ," 2,553.67 "," 2,511.00 ", 42.67 ," 2,567.58 "," 2,524.92 ", 42.67 
" 7,713.00 "," 3,099.00 "," 3,017.00 ", 82.00 ," 2,555.92 "," 2,513.33 ", 42.58 ," 2,569.83 "," 2,527.25 ", 42.58 
" 7,717.50 "," 3,101.17 "," 3,019.42 ", 81.75 ," 2,558.08 "," 2,515.67 ", 42.42 ," 2,572.00 "," 2,529.58 ", 42.42 
" 7,722.00 "," 3,103.42 "," 3,021.92 ", 81.50 ," 2,560.33 "," 2,518.08 ", 42.25 ," 2,574.25 "," 2,532.00 ", 42.25 
" 7,726.50 "," 3,105.67 "," 3,024.42 ", 81.25 ," 2,562.58 "," 2,520.42 ", 42.17 ," 2,576.50 "," 2,534.33 ", 42.17 
" 7,731.00 "," 3,107.92 "," 3,026.92 ", 81.00 ," 2,564.83 "," 2,522.83 ", 42.00 ," 2,578.75 "," 2,536.75 ", 42.00 
" 7,735.50 "," 3,110.08 "," 3,029.33 ", 80.75 ," 2,567.00 "," 2,525.17 ", 41.83 ," 2,580.92 "," 2,539.08 ", 41.83 
" 7,740.00 "," 3,112.33 "," 3,031.92 ", 80.42 ," 2,569.25 "," 2,527.50 ", 41.75 ," 2,583.17 "," 2,541.42 ", 41.75 
" 7,744.50 "," 3,114.58 "," 3,034.42 ", 80.17 ," 2,571.50 "," 2,529.92 ", 41.58 ," 2,585.42 "," 2,543.83 ", 41.58 
" 7,749.00 "," 3,116.83 "," 3,036.92 ", 79.92 ," 2,573.75 "," 2,532.33 ", 41.42 ," 2,587.67 "," 2,546.25 ", 41.42 
" 7,753.50 "," 3,119.00 "," 3,039.33 ", 79.67 ," 2,575.92 "," 2,534.58 ", 41.33 ," 2,589.83 "," 2,548.50 ", 41.33 
" 7,758.00 "," 3,121.25 "," 3,041.83 ", 79.42 ," 2,578.17 "," 2,537.00 ", 41.17 ," 2,592.08 "," 2,550.92 ", 41.17 
" 7,762.50 "," 3,123.50 "," 3,044.33 ", 79.17 ," 2,580.42 "," 2,539.33 ", 41.08 ," 2,594.33 "," 2,553.25 ", 41.08 
" 7,767.00 "," 3,125.67 "," 3,046.83 ", 78.83 ," 2,582.58 "," 2,541.67 ", 40.92 ," 2,596.50 "," 2,555.58 ", 40.92 
" 7,771.50 "," 3,127.92 "," 3,049.33 ", 78.58 ," 2,584.83 "," 2,544.08 ", 40.75 ," 2,598.75 "," 2,558.00 ", 40.75 
" 7,776.00 "," 3,130.17 "," 3,051.83 ", 78.33 ," 2,587.08 "," 2,546.42 ", 40.67 ," 2,601.00 "," 2,560.33 ", 40.67 
" 7,780.50 "," 3,132.42 "," 3,054.33 ", 78.08 ," 2,589.33 "," 2,548.83 ", 40.50 ," 2,603.25 "," 2,562.75 ", 40.50 
" 7,785.00 "," 3,134.58 "," 3,056.75 ", 77.83 ," 2,591.50 "," 2,551.17 ", 40.33 ," 2,605.42 "," 2,565.08 ", 40.33 
" 7,789.50 "," 3,136.83 "," 3,059.25 ", 77.58 ," 2,593.75 "," 2,553.50 ", 40.25 ," 2,607.67 "," 2,567.42 ", 40.25 
" 7,794.00 "," 3,139.08 "," 3,061.83 ", 77.25 ," 2,596.00 "," 2,555.92 ", 40.08 ," 2,609.92 "," 2,569.83 ", 40.08 
" 7,798.50 "," 3,141.33 "," 3,064.33 ", 77.00 ," 2,598.25 "," 2,558.33 ", 39.92 ," 2,612.17 "," 2,572.25 ", 39.92 
" 7,803.00 "," 3,143.50 "," 3,066.75 ", 76.75 ," 2,600.42 "," 2,560.58 ", 39.83 ," 2,614.33 "," 2,574.50 ", 39.83 
" 7,807.50 "," 3,145.75 "," 3,069.25 ", 76.50 ," 2,602.67 "," 2,563.00 ", 39.67 ," 2,616.58 "," 2,576.92 ", 39.67 
" 7,812.00 "," 3,148.00 "," 3,071.75 ", 76.25 ," 2,604.92 "," 2,565.33 ", 39.58 ," 2,618.83 "," 2,579.25 ", 39.58 
" 7,816.50 "," 3,150.25 "," 3,074.25 ", 76.00 ," 2,607.17 "," 2,567.75 ", 39.42 ," 2,621.08 "," 2,581.67 ", 39.42 
" 7,821.00 "," 3,152.42 "," 3,076.75 ", 75.67 ," 2,609.33 "," 2,570.08 ", 39.25 ," 2,623.25 "," 2,584.00 ", 39.25 
" 7,825.50 "," 3,154.67 "," 3,079.25 ", 75.42 ," 2,611.58 "," 2,572.42 ", 39.17 ," 2,625.50 "," 2,586.33 ", 39.17 
" 7,830.00 "," 3,156.92 "," 3,081.75 ", 75.17 ," 2,613.83 "," 2,574.83 ", 39.00 ," 2,627.75 "," 2,588.75 ", 39.00 
" 7,834.50 "," 3,159.08 "," 3,084.17 ", 74.92 ," 2,616.00 "," 2,577.17 ", 38.83 ," 2,629.92 "," 2,591.08 ", 38.83 
" 7,839.00 "," 3,161.33 "," 3,086.67 ", 74.67 ," 2,618.25 "," 2,579.50 ", 38.75 ," 2,632.17 "," 2,593.42 ", 38.75 
" 7,843.50 "," 3,163.58 "," 3,089.17 ", 74.42 ," 2,620.50 "," 2,581.92 ", 38.58 ," 2,634.42 "," 2,595.83 ", 38.58 
" 7,848.00 "," 3,165.83 "," 3,091.75 ", 74.08 ," 2,622.75 "," 2,584.33 ", 38.42 ," 2,636.67 "," 2,598.25 ", 38.42 
" 7,852.50 "," 3,168.00 "," 3,094.17 ", 73.83 ," 2,624.92 "," 2,586.58 ", 38.33 ," 2,638.83 "," 2,600.50 ", 38.33 
" 7,857.00 "," 3,170.25 "," 3,096.67 ", 73.58 ," 2,627.17 "," 2,589.00 ", 38.17 ," 2,641.08 "," 2,602.92 ", 38.17 
" 7,861.50 "," 3,172.50 "," 3,099.17 ", 73.33 ," 2,629.42 "," 2,591.33 ", 38.08 ," 2,643.33 "," 2,605.25 ", 38.08 
" 7,866.00 "," 3,174.75 "," 3,101.67 ", 73.08 ," 2,631.67 "," 2,593.75 ", 37.92 ," 2,645.58 "," 2,607.67 ", 37.92 
" 7,870.50 "," 3,176.92 "," 3,104.08 ", 72.83 ," 2,633.83 "," 2,596.08 ", 37.75 ," 2,647.75 "," 2,610.00 ", 37.75 
" 7,875.00 "," 3,179.17 "," 3,106.67 ", 72.50 ," 2,636.08 "," 2,598.42 ", 37.67 ," 2,650.00 "," 2,612.33 ", 37.67 
" 7,879.50 "," 3,181.42 "," 3,109.17 ", 72.25 ," 2,638.33 "," 2,600.83 ", 37.50 ," 2,652.25 "," 2,614.75 ", 37.50 
" 7,884.00 "," 3,183.58 "," 3,111.58 ", 72.00 ," 2,640.50 "," 2,603.17 ", 37.33 ," 2,654.42 "," 2,617.08 ", 37.33 
" 7,888.50 "," 3,185.83 "," 3,114.08 ", 71.75 ," 2,642.75 "," 2,605.50 ", 37.25 ," 2,656.67 "," 2,619.42 ", 37.25 
" 7,893.00 "," 3,188.08 "," 3,116.58 ", 71.50 ," 2,645.00 "," 2,607.92 ", 37.08 ," 2,658.92 "," 2,621.83 ", 37.08 
" 7,897.50 "," 3,190.33 "," 3,119.08 ", 71.25 ," 2,647.25 "," 2,610.33 ", 36.92 ," 2,661.17 "," 2,624.25 ", 36.92 
" 7,902.00 "," 3,192.50 "," 3,121.58 ", 70.92 ," 2,649.42 "," 2,612.58 ", 36.83 ," 2,663.33 "," 2,626.50 ", 36.83 
